Ensembl_ID	Gene_symbol	Biotype	Comparison	logFC	FDR
ENSG00000000003	TSPAN6	protein_coding	M2_vs_M1	0.158185678066236	1
ENSG00000000005	TNMD	protein_coding	M2_vs_M1	0	1
ENSG00000000419	DPM1	protein_coding	M2_vs_M1	0.0490408297984624	1
ENSG00000000457	SCYL3	protein_coding	M2_vs_M1	-0.788915252819606	1.40987464109045e-8
ENSG00000000460	C1orf112	protein_coding	M2_vs_M1	0.31966329825379	0.565489162997594
ENSG00000000938	FGR	protein_coding	M2_vs_M1	0.53105746581672	2.01887539139548e-15
ENSG00000000971	CFH	protein_coding	M2_vs_M1	-5.79304880261726	0.00103024483129109
ENSG00000001036	FUCA2	protein_coding	M2_vs_M1	-0.242390503955359	0.00356484463374426
ENSG00000001084	GCLC	protein_coding	M2_vs_M1	0.0557914536816021	1
ENSG00000001167	NFYA	protein_coding	M2_vs_M1	-0.0643375632473831	1
ENSG00000001460	STPG1	protein_coding	M2_vs_M1	-0.16692425498972	1
ENSG00000001461	NIPAL3	protein_coding	M2_vs_M1	-1.03688981997525	3.34373912890867e-32
ENSG00000001497	LAS1L	protein_coding	M2_vs_M1	0.152367425516079	0.67550665098201
ENSG00000001561	ENPP4	protein_coding	M2_vs_M1	-1.69776245137809	3.55280575936493e-72
ENSG00000001617	SEMA3F	protein_coding	M2_vs_M1	-3.78771038669605	0.351413246718061
ENSG00000001626	CFTR	protein_coding	M2_vs_M1	-0.464400540468828	1
ENSG00000001629	ANKIB1	protein_coding	M2_vs_M1	-0.444885319535508	2.1053308128949e-7
ENSG00000001630	CYP51A1	protein_coding	M2_vs_M1	-0.557787192100268	4.31799250999369e-4
ENSG00000001631	KRIT1	protein_coding	M2_vs_M1	-0.31248316092079	0.319515375978398
ENSG00000002016	RAD52	protein_coding	M2_vs_M1	0.17962530226048	0.67550665098201
ENSG00000002079	MYH16	transcribed_unitary_pseudogene	M2_vs_M1	0.643192737005034	1
ENSG00000002330	BAD	protein_coding	M2_vs_M1	0.253611223469065	0.321143296586346
ENSG00000002549	LAP3	protein_coding	M2_vs_M1	-2.45913528448581	4.80985557399514e-282
ENSG00000002586	CD99	protein_coding	M2_vs_M1	1.11506515957992	2.01563007778233e-37
ENSG00000002587	HS3ST1	protein_coding	M2_vs_M1	0.457343906820963	0.225759240947726
ENSG00000002726	AOC1	protein_coding	M2_vs_M1	0.4822827779325	0.00715517791010873
ENSG00000002745	WNT16	protein_coding	M2_vs_M1	-0.75979411716813	1
ENSG00000002746	HECW1	protein_coding	M2_vs_M1	2.62118940602908	0.67550665098201
ENSG00000002822	MAD1L1	protein_coding	M2_vs_M1	0.452965688695396	0.456081502619876
ENSG00000002834	LASP1	protein_coding	M2_vs_M1	0.262417954537824	0.00104776421914794
ENSG00000002919	SNX11	protein_coding	M2_vs_M1	-0.769613398296118	8.29853833983194e-21
ENSG00000002933	TMEM176A	protein_coding	M2_vs_M1	-0.805354942090226	1.45641583130997e-21
ENSG00000003056	M6PR	protein_coding	M2_vs_M1	-0.0444316714512327	1
ENSG00000003096	KLHL13	protein_coding	M2_vs_M1	8.05458964301707	7.59521763773992e-18
ENSG00000003137	CYP26B1	protein_coding	M2_vs_M1	-2.07037857545703	0.977931933950169
ENSG00000003147	ICA1	protein_coding	M2_vs_M1	0.0840260994604028	1
ENSG00000003249	DBNDD1	protein_coding	M2_vs_M1	1.33199866356991	0.0245480964740906
ENSG00000003393	ALS2	protein_coding	M2_vs_M1	-0.0453430180307177	1
ENSG00000003400	CASP10	protein_coding	M2_vs_M1	-1.54760685542621	7.68113651790343e-79
ENSG00000003402	CFLAR	protein_coding	M2_vs_M1	-1.5203011389953	2.90641635349715e-124
ENSG00000003436	TFPI	protein_coding	M2_vs_M1	0.933787006597342	3.3805266124085e-11
ENSG00000003509	NDUFAF7	protein_coding	M2_vs_M1	0.0173257613831818	1
ENSG00000003756	RBM5	protein_coding	M2_vs_M1	0.156247871377542	0.153914759940284
ENSG00000003987	MTMR7	protein_coding	M2_vs_M1	-0.265250641896164	1
