Ensembl_ID	Gene_symbol	Biotype	Comparison	logFC	FDR
ENSG00000000003	TSPAN6	protein_coding	M2_vs_M0	-0.157213065297883	1
ENSG00000000005	TNMD	protein_coding	M2_vs_M0	0	1
ENSG00000000419	DPM1	protein_coding	M2_vs_M0	0.114200098263506	1
ENSG00000000457	SCYL3	protein_coding	M2_vs_M0	0.339622512860213	0.348425223379007
ENSG00000000460	C1orf112	protein_coding	M2_vs_M0	-0.181910488114036	1
ENSG00000000938	FGR	protein_coding	M2_vs_M0	-0.427336520940466	1.32891500413994e-57
ENSG00000000971	CFH	protein_coding	M2_vs_M0	-3.55120191027523	0.772711825430712
ENSG00000001036	FUCA2	protein_coding	M2_vs_M0	0.078528929678649	1
ENSG00000001084	GCLC	protein_coding	M2_vs_M0	-0.698091693505804	1.16690511010339e-11
ENSG00000001167	NFYA	protein_coding	M2_vs_M0	0.156778195724013	0.734234023065837
ENSG00000001460	STPG1	protein_coding	M2_vs_M0	0.122195549562245	1
ENSG00000001461	NIPAL3	protein_coding	M2_vs_M0	0.11706851942476	1
ENSG00000001497	LAS1L	protein_coding	M2_vs_M0	-0.0922620567869404	1
ENSG00000001561	ENPP4	protein_coding	M2_vs_M0	0.0296222770147894	1
ENSG00000001617	SEMA3F	protein_coding	M2_vs_M0	0	1
ENSG00000001626	CFTR	protein_coding	M2_vs_M0	1.61223561515812	1
ENSG00000001629	ANKIB1	protein_coding	M2_vs_M0	0.169147983116299	0.61072554545926
ENSG00000001630	CYP51A1	protein_coding	M2_vs_M0	-0.228853237105838	0.791569629622805
ENSG00000001631	KRIT1	protein_coding	M2_vs_M0	-0.0460544370602563	1
ENSG00000002016	RAD52	protein_coding	M2_vs_M0	0.255753957776744	0.535666466151704
ENSG00000002079	MYH16	transcribed_unitary_pseudogene	M2_vs_M0	-1.03811413863832	1
ENSG00000002330	BAD	protein_coding	M2_vs_M0	-0.0101137881866807	1
ENSG00000002549	LAP3	protein_coding	M2_vs_M0	0.321783965102296	0.0157284417438556
ENSG00000002586	CD99	protein_coding	M2_vs_M0	0.164611875303617	0.857863219368033
ENSG00000002587	HS3ST1	protein_coding	M2_vs_M0	0.232227523579657	1
ENSG00000002726	AOC1	protein_coding	M2_vs_M0	-0.328357475586807	0.120959805768519
ENSG00000002745	WNT16	protein_coding	M2_vs_M0	3.46517626144801	0.785854078917991
ENSG00000002746	HECW1	protein_coding	M2_vs_M0	2.37592504341659	1
ENSG00000002822	MAD1L1	protein_coding	M2_vs_M0	-0.770659198320871	0.0201308171101322
ENSG00000002834	LASP1	protein_coding	M2_vs_M0	-0.279582851922042	1.56405428873123e-12
ENSG00000002919	SNX11	protein_coding	M2_vs_M0	-0.132807966071796	1
ENSG00000002933	TMEM176A	protein_coding	M2_vs_M0	-0.158152210793899	0.617655915695885
ENSG00000003056	M6PR	protein_coding	M2_vs_M0	0.234679710826832	0.00135830212395776
ENSG00000003096	KLHL13	protein_coding	M2_vs_M0	2.32928928601252	4.4429568314298e-7
ENSG00000003137	CYP26B1	protein_coding	M2_vs_M0	-3.56477410670707	0.769512682308022
ENSG00000003147	ICA1	protein_coding	M2_vs_M0	-0.251700386148142	0.769512682308022
ENSG00000003249	DBNDD1	protein_coding	M2_vs_M0	0.0429285777386474	1
ENSG00000003393	ALS2	protein_coding	M2_vs_M0	0.0304996238656453	1
ENSG00000003400	CASP10	protein_coding	M2_vs_M0	-0.0277804549898853	1
ENSG00000003402	CFLAR	protein_coding	M2_vs_M0	0.133549333696682	0.893931666715655
ENSG00000003436	TFPI	protein_coding	M2_vs_M0	0.234438119626758	0.613902883318574
ENSG00000003509	NDUFAF7	protein_coding	M2_vs_M0	-0.0862331349005591	1
ENSG00000003756	RBM5	protein_coding	M2_vs_M0	0.0181040816000015	1
ENSG00000003987	MTMR7	protein_coding	M2_vs_M0	0.114581473498345	1
ENSG00000003989	SLC7A2	protein_coding	M2_vs_M0	-1.84057380382172	1
ENSG00000004059	ARF5	protein_coding	M2_vs_M0	-0.119725636000934	0.911546537103006
ENSG00000004139	SARM1	protein_coding	M2_vs_M0	0.140937263394575	1
ENSG00000004142	POLDIP2	protein_coding	M2_vs_M0	-0.0320308808343971	1
ENSG00000004399	PLXND1	protein_coding	M2_vs_M0	-0.237671206545427	1.24217313705517e-25
ENSG00000004455	AK2	protein_coding	M2_vs_M0	0.0413969574963763	1
ENSG00000004468	CD38	protein_coding	M2_vs_M0	-1.19807054567105	0.0272945127809429
ENSG00000004478	FKBP4	protein_coding	M2_vs_M0	0.193385021110264	0.37196676738366
ENSG00000004487	KDM1A	protein_coding	M2_vs_M0	0.117492994855307	1
ENSG00000004534	RBM6	protein_coding	M2_vs_M0	0.0440923827023044	1
ENSG00000004660	CAMKK1	protein_coding	M2_vs_M0	-0.506930356439465	7.09873533609218e-6
