Ensembl_ID	Gene_symbol	Biotype	Comparison	logFC	FDR
ENSG00000000003	TSPAN6	protein_coding	M1_vs_M0	-0.324490428781027	1
ENSG00000000005	TNMD	protein_coding	M1_vs_M0	0	1
ENSG00000000419	DPM1	protein_coding	M1_vs_M0	0.0441369655025251	1
ENSG00000000457	SCYL3	protein_coding	M1_vs_M0	1.1073773127093	2.91501627805751e-15
ENSG00000000460	C1orf112	protein_coding	M1_vs_M0	-0.522722356977999	0.0829035453446971
ENSG00000000938	FGR	protein_coding	M1_vs_M0	-0.981156296288154	4.18638605289576e-40
ENSG00000000971	CFH	protein_coding	M1_vs_M0	1.97284098045603	0.0727816831963862
ENSG00000001036	FUCA2	protein_coding	M1_vs_M0	0.299646548822028	0.00124359743037847
ENSG00000001084	GCLC	protein_coding	M1_vs_M0	-0.775876171757413	2.08686655482999e-17
ENSG00000001167	NFYA	protein_coding	M1_vs_M0	0.198818534580899	0.134909000570914
ENSG00000001460	STPG1	protein_coding	M1_vs_M0	0.270667013558802	0.726956994188535
ENSG00000001461	NIPAL3	protein_coding	M1_vs_M0	1.13261416729308	1.985338969666e-25
ENSG00000001497	LAS1L	protein_coding	M1_vs_M0	-0.268397104649291	0.0971021504174934
ENSG00000001561	ENPP4	protein_coding	M1_vs_M0	1.71085975290966	4.57853419090415e-59
ENSG00000001617	SEMA3F	protein_coding	M1_vs_M0	3.89033885119095	0.27201243254799
ENSG00000001626	CFTR	protein_coding	M1_vs_M0	2.13253735609369	0.376953153175893
ENSG00000001629	ANKIB1	protein_coding	M1_vs_M0	0.592520953068365	5.59216827895656e-10
ENSG00000001630	CYP51A1	protein_coding	M1_vs_M0	0.307259145435129	0.0982974286833414
ENSG00000001631	KRIT1	protein_coding	M1_vs_M0	0.2473145139095	0.571309807631373
ENSG00000002016	RAD52	protein_coding	M1_vs_M0	0.0545536955457151	1
ENSG00000002079	MYH16	transcribed_unitary_pseudogene	M1_vs_M0	-1.76293356264464	0.785658890618143
ENSG00000002330	BAD	protein_coding	M1_vs_M0	-0.283409719555102	0.170638542438819
ENSG00000002549	LAP3	protein_coding	M1_vs_M0	2.76051938980135	2.49880398298605e-254
ENSG00000002586	CD99	protein_coding	M1_vs_M0	-0.970673569947188	2.54284619902727e-21
ENSG00000002587	HS3ST1	protein_coding	M1_vs_M0	-0.245226021914957	0.890957634250485
ENSG00000002726	AOC1	protein_coding	M1_vs_M0	-0.8340295573675	1.20137315559629e-8
ENSG00000002745	WNT16	protein_coding	M1_vs_M0	4.44290225288114	0.0940134295133997
ENSG00000002746	HECW1	protein_coding	M1_vs_M0	0	1
ENSG00000002822	MAD1L1	protein_coding	M1_vs_M0	-1.24847580658471	8.62983675430817e-8
ENSG00000002834	LASP1	protein_coding	M1_vs_M0	-0.565450601880253	6.12901091652552e-12
ENSG00000002919	SNX11	protein_coding	M1_vs_M0	0.616762073609958	1.8264604848545e-9
