Ensembl_ID	Gene_symbol	Biotype	Comparison	logFC	FDR
ENSG00000000003	TSPAN6	protein_coding	M1_vs_M2	-0.334449691285079	0.704572470307014
ENSG00000000005	TNMD	protein_coding	M1_vs_M2	2.11346013104449	0.856447600340841
ENSG00000000419	DPM1	protein_coding	M1_vs_M2	0.0905588508664193	0.856447600340841
ENSG00000000457	SCYL3	protein_coding	M1_vs_M2	1.0681395057589	3.83014533906461e-19
ENSG00000000460	C1orf112	protein_coding	M1_vs_M2	-0.312623136097055	0.907738953759507
ENSG00000000938	FGR	protein_coding	M1_vs_M2	-0.978557350785319	6.00538322849171e-34
ENSG00000000971	CFH	protein_coding	M1_vs_M2	11.8088623468785	8.78512809544263e-182
ENSG00000001036	FUCA2	protein_coding	M1_vs_M2	-0.681153062482973	4.73006424404841e-18
ENSG00000001084	GCLC	protein_coding	M1_vs_M2	1.10605778251519	1.48578701985109e-19
ENSG00000001167	NFYA	protein_coding	M1_vs_M2	0.473716782221492	1.70930765877315e-7
ENSG00000001460	STPG1	protein_coding	M1_vs_M2	0.595195301552921	0.042554603127438403
ENSG00000001461	NIPAL3	protein_coding	M1_vs_M2	0.159866003035405	0.630900568205654
ENSG00000001497	LAS1L	protein_coding	M1_vs_M2	-1.33132267669034	2.61192888212847e-42
ENSG00000001561	ENPP4	protein_coding	M1_vs_M2	1.09600376849808	7.28002373611151e-10
ENSG00000001617	SEMA3F	protein_coding	M1_vs_M2	1.51687304494801	6.42138256744884e-9
ENSG00000001626	CFTR	protein_coding	M1_vs_M2	0	1
ENSG00000001629	ANKIB1	protein_coding	M1_vs_M2	3.08937196173005	1.81341599728145e-142
ENSG00000001630	CYP51A1	protein_coding	M1_vs_M2	1.97349085525334	9.1844616607554e-5
ENSG00000001631	KRIT1	protein_coding	M1_vs_M2	0.0832603236707146	1
ENSG00000002016	RAD52	protein_coding	M1_vs_M2	0.300473775821498	0.57438087568794
ENSG00000002079	MYH16	transcribed_unitary_pseudogene	M1_vs_M2	0	1
ENSG00000002330	BAD	protein_coding	M1_vs_M2	-1.54412042708676	1.2174653590329e-31
ENSG00000002549	LAP3	protein_coding	M1_vs_M2	1.58491719036857	3.83128467902672e-190
ENSG00000002586	CD99	protein_coding	M1_vs_M2	-2.24852337832275	2.00472997167639e-142
ENSG00000002587	HS3ST1	protein_coding	M1_vs_M2	1.44050168201881	0.0512494225930732
ENSG00000002726	AOC1	protein_coding	M1_vs_M2	-0.347005396944107	0.0836137234109397
ENSG00000002745	WNT16	protein_coding	M1_vs_M2	-0.482023468697633	1
ENSG00000002746	HECW1	protein_coding	M1_vs_M2	5.66847733555591	2.39593636899997e-32
ENSG00000002822	MAD1L1	protein_coding	M1_vs_M2	0.0263607069452477	1
ENSG00000002834	LASP1	protein_coding	M1_vs_M2	0.620881415944014	1.4760004114245e-18
ENSG00000002919	SNX11	protein_coding	M1_vs_M2	1.0761294346096	2.72104802301862e-32
ENSG00000002933	TMEM176A	protein_coding	M1_vs_M2	2.56884864136448	1.69680292691253e-6
ENSG00000003056	M6PR	protein_coding	M1_vs_M2	1.09625200974945	3.02228415479935e-35
ENSG00000003096	KLHL13	protein_coding	M1_vs_M2	0.730287632334879	1
ENSG00000003137	CYP26B1	protein_coding	M1_vs_M2	-3.72985759032524	2.62586032257618e-8
ENSG00000003147	ICA1	protein_coding	M1_vs_M2	-1.53461053991304	1.63324172441212e-22
ENSG00000003249	DBNDD1	protein_coding	M1_vs_M2	-2.69814367700408	3.22615488133611e-7
ENSG00000003393	ALS2	protein_coding	M1_vs_M2	0.987383587809839	2.86713366602067e-14
ENSG00000003400	CASP10	protein_coding	M1_vs_M2	3.32464198861044	6.16086791509129e-205
ENSG00000003402	CFLAR	protein_coding	M1_vs_M2	4.33902875237541	0
ENSG00000003436	TFPI	protein_coding	M1_vs_M2	-2.37069959049728	1.26014478408023e-9
ENSG00000003509	NDUFAF7	protein_coding	M1_vs_M2	0.100550934668886	1
ENSG00000003756	RBM5	protein_coding	M1_vs_M2	0.278189263992297	0.0106917388389606
ENSG00000003987	MTMR7	protein_coding	M1_vs_M2	-0.632449829831492	0.0879618549938093
ENSG00000003989	SLC7A2	protein_coding	M1_vs_M2	0.377450611040495	7.13713254849725e-4
ENSG00000004059	ARF5	protein_coding	M1_vs_M2	-1.86536726524042	1.16494031948828e-105
ENSG00000004139	SARM1	protein_coding	M1_vs_M2	1.0203308879807	0.546801392531573
ENSG00000004142	POLDIP2	protein_coding	M1_vs_M2	-1.10546370395678	2.79872065696631e-34
ENSG00000004399	PLXND1	protein_coding	M1_vs_M2	1.15297583603467	5.61679341049796e-39
ENSG00000004455	AK2	protein_coding	M1_vs_M2	0.669411002905453	3.38946645872777e-15
ENSG00000004468	CD38	protein_coding	M1_vs_M2	6.33884422475253	0
ENSG00000004478	FKBP4	protein_coding	M1_vs_M2	-1.23711881617569	1.41227272731437e-14
ENSG00000004487	KDM1A	protein_coding	M1_vs_M2	-0.954462513710312	8.30484432031905e-25
ENSG00000004534	RBM6	protein_coding	M1_vs_M2	-0.419541154155293	1.03357251064936e-5
ENSG00000004660	CAMKK1	protein_coding	M1_vs_M2	0.173157297749189	0.42357868512579
ENSG00000004700	RECQL	protein_coding	M1_vs_M2	2.47982313063928	1.72000135616038e-77
ENSG00000004766	VPS50	protein_coding	M1_vs_M2	0.574651241143056	0.00209028623632917
ENSG00000004776	HSPB6	protein_coding	M1_vs_M2	0.401950917830221	1
ENSG00000004777	ARHGAP33	protein_coding	M1_vs_M2	-0.866213363738666	0.0521039357970624
ENSG00000004779	NDUFAB1	protein_coding	M1_vs_M2	-2.03616424283351	6.84460219420028e-113
ENSG00000004799	PDK4	protein_coding	M1_vs_M2	-3.89415511410122	0.00296485008069192
ENSG00000004809	SLC22A16	protein_coding	M1_vs_M2	-1.60211594951329	3.92759950721827e-46
ENSG00000004838	ZMYND10	protein_coding	M1_vs_M2	-3.36081921452815	0.00930334032042783
ENSG00000004846	ABCB5	protein_coding	M1_vs_M2	-2.5638709464695	0.630900568205654
ENSG00000004848	ARX	protein_coding	M1_vs_M2	-1.48969160040621	2.72680371711865e-4
ENSG00000004864	SLC25A13	protein_coding	M1_vs_M2	1.68221427161446	1.99402174070574e-26
ENSG00000004866	ST7	protein_coding	M1_vs_M2	-0.911242772115561	2.39221472409497e-7
ENSG00000004897	CDC27	protein_coding	M1_vs_M2	0.415286551510277	0.00242461701753104
ENSG00000004939	SLC4A1	protein_coding	M1_vs_M2	0	1
ENSG00000004948	CALCR	protein_coding	M1_vs_M2	0	1
ENSG00000004961	HCCS	protein_coding	M1_vs_M2	-0.629949931058304	1.27634851281833e-8
ENSG00000004975	DVL2	protein_coding	M1_vs_M2	1.06575140506566	7.64230678466589e-10
ENSG00000005001	PRSS22	protein_coding	M1_vs_M2	-3.56123831585745	2.37815274073829e-10
ENSG00000005007	UPF1	protein_coding	M1_vs_M2	0.929135126566244	2.78534002447538e-24
ENSG00000005020	SKAP2	protein_coding	M1_vs_M2	0.0438658303575769	1
ENSG00000005022	SLC25A5	protein_coding	M1_vs_M2	-2.25999281739363	8.26492235709872e-137
ENSG00000005059	MCUB	protein_coding	M1_vs_M2	-0.944196421974026	7.38314036297855e-19
ENSG00000005073	HOXA11	protein_coding	M1_vs_M2	-0.911469121615155	2.37075853048433e-7
ENSG00000005075	POLR2J	protein_coding	M1_vs_M2	-1.52960156733453	2.65791375967465e-73
ENSG00000005100	DHX33	protein_coding	M1_vs_M2	0.775532897006019	1.0506740153368e-5
ENSG00000005102	MEOX1	protein_coding	M1_vs_M2	0	1
ENSG00000005108	THSD7A	protein_coding	M1_vs_M2	0.110683666868815	1
ENSG00000005156	LIG3	protein_coding	M1_vs_M2	0.104730818313493	1
ENSG00000005175	RPAP3	protein_coding	M1_vs_M2	0.68985475300088706	1.91972154273707e-10
ENSG00000005187	ACSM3	protein_coding	M1_vs_M2	0.441527750004821	1
ENSG00000005189	REXO5	protein_coding	M1_vs_M2	-1.50053639198424	1.79945720274541e-5
ENSG00000005194	CIAPIN1	protein_coding	M1_vs_M2	-0.383944235798126	7.16193179724121e-5
ENSG00000005206	SPPL2B	protein_coding	M1_vs_M2	-1.1186758142757	1.3444129727946e-37
ENSG00000005238	ATOSB	protein_coding	M1_vs_M2	0.0250168963793842	1
ENSG00000005243	COPZ2	protein_coding	M1_vs_M2	-0.359882779065142	0.0331764749237222
ENSG00000005249	PRKAR2B	protein_coding	M1_vs_M2	0.602771343606029	0.377814881704031
ENSG00000005302	MSL3	protein_coding	M1_vs_M2	0.335523660814294	0.00280761877848246
ENSG00000005339	CREBBP	protein_coding	M1_vs_M2	2.44994007287679	1.55955934612661e-130
ENSG00000005379	TSPOAP1	protein_coding	M1_vs_M2	-0.140347512752367	0.856447600340841
ENSG00000005381	MPO	protein_coding	M1_vs_M2	-1.71092495350655	0.501853531444252
ENSG00000005421	PON1	protein_coding	M1_vs_M2	0	1
ENSG00000005436	GCFC2	protein_coding	M1_vs_M2	-0.0199718401936286	1
ENSG00000005448	WDR54	protein_coding	M1_vs_M2	-3.71725802657832	2.71002013427231e-121
ENSG00000005469	CROT	protein_coding	M1_vs_M2	-0.336258983434743	0.856447600340841
